"date_analysis","proj","model1","model2","model3"
2022-12-13,5,"gru","gbm","xgb"
2022-12-13,6,"gbm","xgb","gru"
2022-12-13,7,"gbm","rf","xgb"
2022-12-14,0,"gam","xgb","gru"
2022-12-14,1,"gru","gam","xgb"
2022-12-14,2,"gru","rf","xgb"
2022-12-14,3,"gru","rf","gbm"
2022-12-14,4,"gru","gbm","rf"
2022-12-14,5,"gru","gbm","xgb"
2022-12-14,6,"gbm","gru","xgb"
2022-12-14,7,"gbm","xgb","rf"
2022-12-15,0,"gpr","lm","garch"
2022-12-15,1,"gam","xgb","rf"
2022-12-15,2,"gru","gam","rf"
2022-12-15,3,"rf","gbm","xgb"
2022-12-15,4,"gbm","rf","gru"
2022-12-15,5,"gbm","gru","rf"
2022-12-15,6,"gru","gbm","xgb"
2022-12-15,7,"gbm","xgb","gru"
2022-12-16,0,"xgb","rf","gpr"
2022-12-16,1,"gpr","lm","garch"
2022-12-16,2,"rf","gam","xgb"
2022-12-16,3,"rf","gam","gru"
2022-12-16,4,"rf","gbm","xgb"
2022-12-16,5,"gbm","rf","xgb"
2022-12-16,6,"gbm","rf","gru"
2022-12-16,7,"gru","xgb","gbm"
2022-12-17,0,"xgb","svr","rf"
2022-12-17,1,"xgb","gpr","garch"
2022-12-17,2,"gpr","arima","garch"
2022-12-17,3,"rf","gpr","lm"
2022-12-17,4,"rf","gbm","gru"
2022-12-17,5,"rf","gbm","xgb"
2022-12-17,6,"rf","gbm","xgb"
2022-12-17,7,"rf","gbm","xgb"
2022-12-18,0,"xgb","arima","garch"
2022-12-18,1,"garch","arima","gpr"
2022-12-18,2,"arima","garch","gpr"
2022-12-18,3,"arima","garch","gpr"
2022-12-18,4,"gpr","lm","arima"
2022-12-18,5,"rf","gru","gbm"
2022-12-18,6,"rf","xgb","gbm"
2022-12-18,7,"rf","gbm","xgb"
2022-12-19,0,"arima","xgb","garch"
2022-12-19,1,"arima","garch","gpr"
2022-12-19,2,"garch","arima","gpr"
2022-12-19,3,"arima","gpr","lm"
2022-12-19,4,"gru","xgb","arima"
2022-12-19,5,"gru","gpr","lm"
2022-12-19,6,"gru","svr","gpr"
2022-12-19,7,"svr","rf","gru"
2022-12-20,0,"arima","garch","xgb"
2022-12-20,1,"arima","garch","gam"
2022-12-20,2,"garch","arima","lm"
2022-12-20,3,"gpr","lm","garch"
2022-12-20,4,"gru","gpr","lm"
2022-12-20,5,"gru","xgb","arima"
2022-12-20,6,"gru","svr","gpr"
2022-12-20,7,"gru","svr","gpr"
2022-12-21,0,"xgb","arima","garch"
2022-12-21,1,"arima","garch","lm"
2022-12-21,2,"arima","garch","gam"
2022-12-21,3,"garch","lm","gpr"
2022-12-21,4,"gru","gpr","lm"
2022-12-21,5,"gru","xgb","gpr"
2022-12-21,6,"gru","xgb","svr"
2022-12-21,7,"svr","gru","xgb"
2022-12-22,0,"xgb","gam","gru"
2022-12-22,1,"arima","garch","xgb"
2022-12-22,2,"arima","garch","lm"
2022-12-22,3,"gru","garch","arima"
2022-12-22,4,"gru","gpr","lm"
2022-12-22,5,"gru","gpr","xgb"
2022-12-22,6,"gru","xgb","svr"
2022-12-22,7,"gru","xgb","svr"
2022-12-23,0,"gam","xgb","gru"
2022-12-23,1,"gam","xgb","gru"
2022-12-23,2,"arima","garch","lm"
2022-12-23,3,"gru","gpr","arima"
2022-12-23,4,"gru","gbm","gpr"
2022-12-23,5,"gru","xgb","gbm"
2022-12-23,6,"gru","xgb","svr"
2022-12-23,7,"gru","xgb","svr"
2022-12-24,0,"gam","xgb","gru"
2022-12-24,1,"gam","xgb","gru"
2022-12-24,2,"gru","gam","xgb"
2022-12-24,3,"gru","gbm","garch"
2022-12-24,4,"gru","gbm","gpr"
2022-12-24,5,"gru","gbm","xgb"
2022-12-24,6,"gru","xgb","gbm"
2022-12-24,7,"gru","xgb","gbm"
2022-12-25,0,"gam","xgb","gru"
2022-12-25,1,"gam","xgb","gru"
2022-12-25,2,"gru","gam","xgb"
2022-12-25,3,"gru","gbm","gam"
2022-12-25,4,"gru","gbm","gpr"
2022-12-25,5,"gru","gbm","xgb"
2022-12-25,6,"gru","gbm","xgb"
2022-12-25,7,"gru","xgb","gbm"
2022-12-26,0,"gam","xgb","gru"
2022-12-26,1,"gam","xgb","gru"
2022-12-26,2,"gru","gam","xgb"
2022-12-26,3,"gru","gbm","gam"
2022-12-26,4,"gru","gbm","gpr"
2022-12-26,5,"gru","gbm","gpr"
2022-12-26,6,"gru","gbm","xgb"
2022-12-26,7,"gru","xgb","gbm"
2022-12-27,0,"gam","xgb","gru"
2022-12-27,1,"gam","xgb","gru"
2022-12-27,2,"gru","gam","xgb"
2022-12-27,3,"gru","gbm","gam"
2022-12-27,4,"gru","gbm","gpr"
2022-12-27,5,"gru","gbm","rf"
2022-12-27,6,"gru","gbm","xgb"
2022-12-27,7,"gru","gbm","xgb"
2022-12-28,0,"gam","gru","xgb"
2022-12-28,1,"gam","xgb","gru"
2022-12-28,2,"gru","gam","xgb"
2022-12-28,3,"gru","gbm","gam"
2022-12-28,4,"gru","gbm","rf"
2022-12-28,5,"gru","gbm","rf"
2022-12-28,6,"gru","gbm","rf"
2022-12-28,7,"gru","gbm","xgb"
2022-12-29,0,"gam","lm","garch"
2022-12-29,1,"gam","gru","xgb"
2022-12-29,2,"gam","gru","xgb"
2022-12-29,3,"gru","gbm","gam"
2022-12-29,4,"gru","gbm","rf"
2022-12-29,5,"gru","gbm","rf"
2022-12-29,6,"gru","gbm","rf"
2022-12-29,7,"gbm","gru","rf"
2022-12-30,0,"arima","garch","lm"
2022-12-30,1,"lm","gpr","garch"
2022-12-30,2,"gam","gru","xgb"
2022-12-30,3,"gru","gbm","gam"
2022-12-30,4,"gru","gbm","rf"
2022-12-30,5,"gru","gbm","rf"
2022-12-30,6,"gru","rf","gbm"
2022-12-30,7,"gru","rf","gbm"
2022-12-31,0,"gpr","arima","lm"
2022-12-31,1,"arima","gpr","svr"
2022-12-31,2,"gpr","lm","svr"
2022-12-31,3,"gam","xgb","gbm"
2022-12-31,4,"gru","gbm","rf"
2022-12-31,5,"gru","rf","gbm"
2022-12-31,6,"gru","rf","xgb"
2022-12-31,7,"gru","rf","xgb"
