"mytestdate","var","coef","CI_lwr","CI_upr","modelname","proj"
"19142","GovernmentResponseIndex_WeightedAverage_lag1","-0.06553343035409","-0.166502569366901","0.0354357086587214","lm","14"
"19142","scaled_case_lag1","0.809686509714415","0.690498998383315","0.928874021045515","lm","14"
"19142","ct_sm_7_lag6","-0.336791706760435","-0.57067613472542","-0.10290727879545","lm","14"
"19143","(Intercept)","0.824194249592673","0.187651484472922","1.46073701471242","lm","0"
"19143","temperature_lag7","-0.0906991074280415","-0.168131954369084","-0.0132662604869986","lm","0"
"19143","carbon_monoxide_lag1","0.0404601917259897","-0.0167935106649167","0.097713894116896","lm","0"
"19143","StringencyIndex_WeightedAverage_lag1","0.0461147353783004","-0.0502812860486668","0.142510756805268","lm","0"
"19143","scaled_case_lag1","0.871379566941438","0.778959183835203","0.963799950047673","lm","0"
"19143","ct_sm_7_lag7","-0.180929645840987","-0.334077716636609","-0.0277815750453653","lm","0"
"19143","(Intercept)","0.923512176622944","0.262445830258916","1.58457852298697","lm","1"
"19143","temperature_lag7","-0.0832243565512017","-0.163325050734675","-0.00312366236772829","lm","1"
"19143","carbon_monoxide_lag1","0.0174710389990217","-0.04105665627036","0.0759987342684035","lm","1"
"19143","StringencyIndex_WeightedAverage_lag1","0.0443890229240252","-0.0508626416548567","0.139640687502907","lm","1"
"19143","scaled_case_lag1","0.856361641131475","0.759684595480685","0.953038686782264","lm","1"
"19143","ct_sm_7_lag7","-0.231732419974839","-0.393471817092949","-0.0699930228567291","lm","1"
